domain,port,metadata_comment,ip
r4.glkvm.cn,443,Possible GLKVM Domain (Unverified),14.22.113.179
r4.glkvm.com,443,Possible GLKVM Domain (Unverified),67.220.73.86
r5-guangzhou-test.glkvm.cn,443,Possible GLKVM Domain (Unverified),183.56.252.237
r5.glkvm.cn,443,Possible GLKVM Domain (Unverified),110.188.24.21
r5.glkvm.com,443,Possible GLKVM Domain (Unverified),23.150.248.245
r7.glkvm.top,443,Possible GLKVM Domain (Unverified),38.114.120.171
rabbitcoffee.cn,7021,Possible PiKVM Domain (Unverified),8.134.96.249
rack1kvm.com,443,Possible GLKVM Domain (Unverified),162.35.160.124
rack1kvm.com,80,Possible GLKVM Domain (Unverified),162.35.160.124
ramirezgutierrez.es,89,Possible NanoKVM Domain (Unverified),79.116.61.227
ramirezgutierrez.es,90,Possible NanoKVM Domain (Unverified),79.116.61.227
rdesktop.youngapps.net,10443,Possible NanoKVM Domain (Unverified),107.11.148.122
rdp.m-it.su,23459,Possible NanoKVM Domain (Unverified),195.46.165.49
rds.picasso-lab.ru,62280,Possible NanoKVM Domain (Unverified),93.91.14.200
rebel-ms.dscloud.me,1244,Possible NanoKVM Domain (Unverified),178.124.154.112
registry.euroident.de,4433,Possible GLKVM Domain (Unverified),87.140.5.121
remote.gera.builder.softosource.com,9999,Possible NanoKVM Domain (Unverified),178.219.164.169
reserv.vash-guru.ru,9992,Possible NanoKVM Domain (Unverified),185.13.46.2
reserv.vash-guru.ru,9993,Possible NanoKVM Domain (Unverified),185.13.46.2
rfdesdrug.ru,2280,Possible NanoKVM Domain (Unverified),85.234.24.182
rmkrishna.dns.navy,64012,Possible GLKVM Domain (Unverified),162.192.120.106
roywu.asuscomm.com,7777,Possible GLKVM Domain (Unverified),144.6.122.144
s.diosmile.com,9601,Possible PiKVM Domain (Unverified),115.28.106.74
s447244xyz.direct.quickconnect.to,9443,Possible NanoKVM Domain (Unverified),79.174.42.250
s4s.kzntat.ru,446,Possible NanoKVM Domain (Unverified),185.104.107.38
s4s.kzntat.ru,447,Possible NanoKVM Domain (Unverified),185.104.107.38
salevault-v2.213.141.128.31.sslip.io,15143,Possible NanoKVM Domain (Unverified),213.141.128.31
salevault-v2.213.141.128.31.sslip.io,15243,Possible NanoKVM Domain (Unverified),213.141.128.31
salevault-v2.213.141.128.31.sslip.io,15280,Possible NanoKVM Domain (Unverified),213.141.128.31
salevault.213.141.128.31.sslip.io,15343,Possible NanoKVM Domain (Unverified),213.141.128.31
samson168.top,1880,Possible NanoKVM Domain (Unverified),125.59.81.98
samurai.cartelblanche.name,8810,Possible NanoKVM Domain (Unverified),178.140.2.194
sandernf.xyz,82,Possible NanoKVM Domain (Unverified),51.175.234.24
santiaguito.direct.quickconnect.to,24780,Possible PiKVM Domain (Unverified),187.191.55.26
sbdsala.nettrans.sk,65511,Possible NanoKVM Domain (Unverified),213.81.201.84
schuballaa.de,8080,Possible NanoKVM Domain (Unverified),217.95.53.185
sea-lab-storage.direct.quickconnect.to,49304,Possible PiKVM Domain (Unverified),71.212.32.211
servidor-balcones.duckdns.org,443,Possible PiKVM Domain (Unverified),189.162.78.229
servidor-balcones.duckdns.org,80,Possible PiKVM Domain (Unverified),189.162.78.229
sgqq.tvapk.top,8157,Possible PiKVM Domain (Unverified),43.156.249.157
share.chat.fay-da.ru,8080,Possible NanoKVM Domain (Unverified),94.125.100.240
sharp-swirles.159-65-216-108.plesk.page,443,Possible GLKVM Domain (Unverified),159.65.216.108
shelly.top,10003,Possible GLKVM Domain (Unverified),124.90.129.127
shop-test.sipeed.com,8443,Possible NanoKVM Domain (Unverified),42.192.68.187
simleceiling.beaverson.ru,25080,Possible NanoKVM Domain (Unverified),46.188.72.10
sm1c.yaykiso.su,443,Possible TinyPilot KVM Domain (Unverified),91.244.197.48
sm1c.yaykiso.su,80,Possible TinyPilot KVM Domain (Unverified),91.244.197.48
smaali.freeboxos.fr,33333,Possible PiKVM Domain (Unverified),82.228.212.201
smallensky.direct.quickconnect.to,64133,Possible NanoKVM Domain (Unverified),178.205.135.127
smart-prog.pl,8443,Possible GLKVM Domain (Unverified),212.180.189.27
smartgrid.cloudcleanenergy.com,36011,Possible PiKVM Domain (Unverified),74.176.81.82
splicerbozo.com,8443,Possible GLKVM Domain (Unverified),207.183.237.3
spoon78.freeboxos.fr,445,Possible GLKVM Domain (Unverified),82.65.110.61
srvb.ddns.net,80,Possible NanoKVM Domain (Unverified),82.65.130.242
sslvpn.the-nova.com,4433,Possible TinyPilot KVM Domain (Unverified),210.3.78.2
sso.cainet.info,8822,Possible NanoKVM Domain (Unverified),195.46.165.163
sstp.it-service18.ru,112,Possible NanoKVM Domain (Unverified),78.85.32.59
sterfry1988.direct.quickconnect.to,8001,Possible GLKVM Domain (Unverified),104.15.131.52
symonty.synology.me,8288,Possible NanoKVM Domain (Unverified),97.113.43.117
syncthing.nannal.com,61337,Possible NanoKVM Domain (Unverified),84.240.20.230
synoinstall-420kvuhj3fn5e8lx.direct.quickconnect.to,44003,Possible GLKVM Domain (Unverified),107.221.55.208
synology.androidbsp.com,9443,Possible GLKVM Domain (Unverified),49.77.70.146
sypark.synology.me,9443,Possible PiKVM Domain (Unverified),110.13.55.28
tandem.patben8.net,911,Possible NanoKVM Domain (Unverified),83.83.58.28
telefonia.medsi.pl,80,Possible GLKVM Domain (Unverified),185.107.64.174
teleport.qsaf.net,31443,Possible PiKVM Domain (Unverified),24.217.36.113
tfx.myqnapcloud.com,12222,Possible GLKVM Domain (Unverified),176.99.132.189
thefox.direct.quickconnect.to,8745,Possible GLKVM Domain (Unverified),130.255.9.82
titan23.netcraze.pro,9091,Possible NanoKVM Domain (Unverified),37.193.86.34
tog-syn-ds716ii.direct.quickconnect.to,8008,Possible NanoKVM Domain (Unverified),149.86.76.66
tool.093363.xyz,18443,Possible PiKVM Domain (Unverified),119.29.217.214
tpa.farm,4443,Possible GLKVM Domain (Unverified),14.207.160.199
travel.trip51.cn,10001,Possible PiKVM Domain (Unverified),152.136.172.113
trygve.stroman.info,20444,Possible PiKVM Domain (Unverified),62.204.178.190
ts.dgy1.fun,39082,Possible PiKVM Domain (Unverified),123.207.237.227
ts.game-v2.de,1443,Possible GLKVM Domain (Unverified),87.106.162.176
ttone.top,91,Possible PiKVM Domain (Unverified),8.138.105.209
uk-oracle.ibnet.top,20080,Possible NanoKVM Domain (Unverified),129.151.95.29
update.6969cs.cn,5558,Possible GLKVM Domain (Unverified),43.248.142.2
update.one-kvm.cn,10090,Possible PiKVM Domain (Unverified),114.132.219.100
update.one-kvm.cn,10176,Possible PiKVM Domain (Unverified),114.132.219.100
update.one-kvm.cn,10644,Possible PiKVM Domain (Unverified),114.132.219.100
update.one-kvm.cn,10674,Possible PiKVM Domain (Unverified),114.132.219.100
update.one-kvm.cn,10732,Possible PiKVM Domain (Unverified),114.132.219.100
update.one-kvm.cn,11136,Possible PiKVM Domain (Unverified),114.132.219.100
update.one-kvm.cn,11165,Possible PiKVM Domain (Unverified),114.132.219.100
update.one-kvm.cn,11173,Possible PiKVM Domain (Unverified),114.132.219.100
update.one-kvm.cn,12786,Possible PiKVM Domain (Unverified),114.132.219.100
update.one-kvm.cn,13810,Possible PiKVM Domain (Unverified),114.132.219.100
update.one-kvm.cn,15649,Possible PiKVM Domain (Unverified),114.132.219.100
update.one-kvm.cn,17490,Possible PiKVM Domain (Unverified),114.132.219.100
update.one-kvm.cn,18000,Possible PiKVM Domain (Unverified),114.132.219.100
update.one-kvm.cn,18886,Possible PiKVM Domain (Unverified),114.132.219.100
update.one-kvm.cn,19981,Possible PiKVM Domain (Unverified),114.132.219.100
upload1c.transfix.su,33555,Possible NanoKVM Domain (Unverified),91.224.182.149
us.ai-moe.com,80,Possible GLKVM Domain (Unverified),154.21.87.116
v.heo.to,11111,Possible GLKVM Domain (Unverified),171.235.42.230
vazor.asuscomm.com,8009,Possible NanoKVM Domain (Unverified),134.249.77.39
vigorous-shannon.2-56-111-100.plesk.page,443,Possible GLKVM Domain (Unverified),2.56.111.100
vm.rlwww.com,19862,Possible GLKVM Domain (Unverified),112.251.120.69
vpn.fifi.fr,40000,Possible NanoKVM Domain (Unverified),90.107.30.125
vrcenter2.synology.me,42443,Possible GLKVM Domain (Unverified),93.182.52.95
web.juntong.net,19812,Possible PiKVM Domain (Unverified),221.228.241.110
web.juntong.net,19955,Possible PiKVM Domain (Unverified),221.228.241.110
webvnc.myarena.ru,443,Possible NanoKVM Domain (Unverified),46.174.48.5
whs.atuz.com.my,38162,Possible NanoKVM Domain (Unverified),60.50.169.31
wielgosz.pro,42424,Possible PiKVM Domain (Unverified),31.130.103.134
wiki.dunkelherzen.dedyn.io,8090,Possible PiKVM Domain (Unverified),159.69.250.5
wildcard.juban3.com,666,Possible NanoKVM Domain (Unverified),207.66.79.54
wildcard.juban3.com,667,Possible NanoKVM Domain (Unverified),207.66.79.54
williamjaxon.direct.quickconnect.to,8124,Possible NanoKVM Domain (Unverified),104.52.203.221
wings.andyishereboi.com,49992,Possible NanoKVM Domain (Unverified),5.78.176.90
wireguard.clinic-msk-ah.ru,83,Possible NanoKVM Domain (Unverified),85.30.215.156
wireguard.clinic-msk-ah.ru,84,Possible NanoKVM Domain (Unverified),85.30.215.156
world-linking.com,6021,Possible PiKVM Domain (Unverified),43.248.96.3
world-linking.com,6024,Possible PiKVM Domain (Unverified),43.248.96.3
world-linking.com,6030,Possible PiKVM Domain (Unverified),43.248.96.3
world-linking.com,6038,Possible PiKVM Domain (Unverified),43.248.96.3
world-linking.com,6042,Possible PiKVM Domain (Unverified),43.248.96.3
world-linking.com,6044,Possible PiKVM Domain (Unverified),43.248.96.3
world-linking.com,6048,Possible PiKVM Domain (Unverified),43.248.96.3
world-linking.com,6055,Possible PiKVM Domain (Unverified),43.248.96.3
world-linking.com,6057,Possible PiKVM Domain (Unverified),43.248.96.3
www.20180913.xyz,5002,Possible PiKVM Domain (Unverified),123.11.145.203
www.369.wiki,8444,Possible GLKVM Domain (Unverified),123.130.93.23
www.422425.xyz,899,Possible PiKVM Domain (Unverified),27.18.251.99
www.basschouten.com,27893,Possible PiKVM Domain (Unverified),82.163.41.149
www.bearers-shares.top,13339,Possible PiKVM Domain (Unverified),104.223.25.102
www.bktv.us,2652,Possible PiKVM Domain (Unverified),159.118.224.230
www.coinscase.shop,13335,Possible PiKVM Domain (Unverified),104.223.25.102
www.coinscase.shop,13336,Possible PiKVM Domain (Unverified),104.223.25.102
www.cormanda.com,8892,Possible PiKVM Domain (Unverified),118.178.227.120
www.hklai.top,34443,Possible PiKVM Domain (Unverified),138.19.73.56
www.icdown.club,32056,Possible PiKVM Domain (Unverified),47.238.67.182
www.improver.ru,6586,Possible NanoKVM Domain (Unverified),195.128.97.79
www.journalismjobs.co.uk,443,Possible GLKVM Domain (Unverified),80.87.128.130
www.maixhub.com,80,Possible NanoKVM Domain (Unverified),106.55.34.119
www.menusout.com,443,Possible TinyPilot KVM Domain (Unverified),209.182.192.122
www.nathanberan.xyz,25002,Possible GLKVM Domain (Unverified),216.177.187.113
www.nordicbearing.ee,8000,Possible NanoKVM Domain (Unverified),195.137.223.194
www.pktoys.com,1443,Possible PiKVM Domain (Unverified),183.239.198.244
www.qfalcon.com,8905,Possible PiKVM Domain (Unverified),111.224.193.209
www.qfalcon.com,8907,Possible PiKVM Domain (Unverified),111.224.193.209
www.sajmon0011.cz,11000,Possible NanoKVM Domain (Unverified),94.242.99.30
www.sata0.com,8443,Possible NanoKVM Domain (Unverified),213.149.170.185
www.scriptclaim.com,9443,Possible GLKVM Domain (Unverified),70.61.123.210
www.t1t.host,181,Possible PiKVM Domain (Unverified),27.184.67.100
www.wtl.com.tw,3010,Possible NanoKVM Domain (Unverified),122.116.206.18
www.wuxian.cn,6001,Possible GLKVM Domain (Unverified),123.180.179.218
www.wuxian.cn,6002,Possible GLKVM Domain (Unverified),123.180.179.218
xwscau.top,22225,Possible PiKVM Domain (Unverified),112.86.232.54
xzqskt.cn,60443,Possible PiKVM Domain (Unverified),222.187.176.111
ydnat.com,16501,Possible PiKVM Domain (Unverified),112.28.177.30
yiming77090.direct.quickconnect.to,9443,Possible GLKVM Domain (Unverified),109.21.97.161
yoshimoto.cloud,4430,Possible PiKVM Domain (Unverified),219.118.235.43
youan.synology.me,8081,Possible NanoKVM Domain (Unverified),110.10.15.38
yourshowsweb.duckdns.org,14438,Possible PiKVM Domain (Unverified),162.233.20.185
zb2277.com,8999,Possible PiKVM Domain (Unverified),115.229.221.179
zh.speedtest.zhypro.cn,51111,Possible GLKVM Domain (Unverified),120.237.162.124
zhy.wiki,51111,Possible GLKVM Domain (Unverified),43.143.239.125
zigbee.ctrlhub.xyz,8443,Possible PiKVM Domain (Unverified),149.172.152.9
zozox.co.jp,9999,Possible GLKVM Domain (Unverified),126.227.169.174
zslt.zyghit.cn,20035,Possible PiKVM Domain (Unverified),27.42.160.235
zsyq.hxlab.tech,6666,Possible PiKVM Domain (Unverified),218.23.112.68
zsyq.hxlab.tech,886,Possible PiKVM Domain (Unverified),218.23.112.68
