domain,port,metadata_comment,ip
fewszsawasdas.com,8443,Possible DcRat Domain (Unverified),45.202.0.48
file.shit.lezi.chat,8778,Possible CyberStrikeAI Domain (Unverified),156.238.224.104
firstanz.cc,443,Possible Ransomhub Python C2 Domain (Unverified),38.146.28.93
fish.discafis.org,7443,Possible Mythic Domain (Unverified),172.86.85.185
fleuraia.com,80,Possible DinDoor Domain (Unverified),93.152.223.159
flowise.85.121.148.151.sslip.io,8080,Possible CyberStrikeAI Domain (Unverified),85.121.148.151
fonts.varrysections.digital,443,Possible Evilginx/EvilGoPhish Domain (Unverified),74.0.32.137
fonts.varrysections.digital,80,Possible Evilginx/EvilGoPhish Domain (Unverified),74.0.32.137
fortifyondemand.info,80,Possible BurpSuite Collaborator Domain (Unverified),34.209.194.39
fragment.bond,80,Possible DinDoor Domain (Unverified),2.27.248.116
francodp.dyndns.tv,9002,Possible Brute Ratel C4 Domain (Unverified),37.119.57.195
fs-pc.p0o0q.cc,8082,Possible CyberStrikeAI Domain (Unverified),43.128.229.219
fsoc.it,9000,Possible BurpSuite Collaborator Domain (Unverified),51.158.168.77
fsrv.eu,11601,Possible Ligolo-ng Domain (Unverified),194.59.31.172
fuggedaboutit.forum,80,Possible DinDoor Domain (Unverified),94.26.0.7
fvksef.devagroup.com.pl,8884,Possible Pyramid Domain (Unverified),54.38.94.225
gaokao666.xyz,18888,Possible CyberStrikeAI Domain (Unverified),101.33.76.38
gcac.sss.itsec.jp,4321,Possible AdaptixC2 Domain (Unverified),153.142.13.183
geoshiftpoint.com,7443,Possible Mythic Domain (Unverified),89.127.235.142
german2.zabanishumresh.com,8443,Possible PentAGI Domain (Unverified),87.120.126.231
gfsverify.com,4000,Possible Evilginx/EvilGoPhish Domain (Unverified),43.162.114.107
ggkokk.top,8443,Possible PentAGI Domain (Unverified),192.253.225.181
gideon-overwatch.info,8095,Possible Hak5 Cloud C2 Domain (Unverified),212.227.251.175
git.citrusice.duckdns.org,35431,Possible wstunnel Domain (Unverified),150.109.114.240
gitra1n.com,3080,Possible Hak5 Cloud C2 Domain (Unverified),172.105.85.61
glassfyuserwork.com,80,Possible DinDoor Domain (Unverified),141.255.164.33
gldbrt.com,22,Possible AsyncRAT Domain (Unverified),213.209.159.91
gldbrt.com,443,Possible PureRAT Domain (Unverified),213.209.159.91
gldbrt.com,4556,Possible AsyncRAT Domain (Unverified),213.209.159.91
golnk.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),91.120.23.153
google.mzetechnetwork.com,8080,Possible CyberStrikeAI Domain (Unverified),198.44.33.152
googlestatic.co,443,Possible Pupy RAT Domain (Unverified),18.167.174.198
gpm.tuanphat.vn,80,Possible Xalgorix Domain (Unverified),116.101.238.175
granasmart.com,8443,Possible PentAGI Domain (Unverified),89.117.94.6
granasmart.com,9080,Possible CyberStrikeAI Domain (Unverified),89.117.94.6
greedfortrip.com,443,Possible DinDoor Domain (Unverified),209.99.190.97
gt.hjcsvip.cn,8443,Possible PentAGI Domain (Unverified),199.7.140.65
gts.pentagirls.gay,80,Possible PentAGI Domain (Unverified),192.99.194.141
ha.leescraig.com,443,Possible Cairn Domain (Unverified),122.106.154.82
hacktics.boo,443,Possible BurpSuite Collaborator Domain (Unverified),135.236.154.125
hacktics.boo,80,Possible BurpSuite Collaborator Domain (Unverified),135.236.154.125
haiyan.wttkkb.cn,18444,Possible CyberStrikeAI Domain (Unverified),38.6.103.76
haiyan.wttkkb.cn,8765,Possible PentAGI Domain (Unverified),38.6.103.76
hb3j.info,56001,Possible PureRAT Domain (Unverified),45.192.226.20
hb3j.info,56002,Possible PureRAT Domain (Unverified),45.192.226.20
healthydefinitetrunk.com,80,Possible DinDoor Domain (Unverified),138.124.240.77
hendakhelifi.com,443,Possible DinDoor Domain (Unverified),179.43.169.8
hk4.catzl.top,38080,Possible CyberStrikeAI Domain (Unverified),103.141.225.244
hkmc.shop,8443,Possible Havoc Domain (Unverified),20.2.140.201
hnblogy.sk,8033,Possible CyberStrikeAI Domain (Unverified),139.162.179.198
holiganbet-guncel-adreslerimiz.icu,8080,Possible CyberStrikeAI Domain (Unverified),189.73.215.3
hongzhitrading.cn,8089,Possible CyberStrikeAI Domain (Unverified),43.156.186.213
hook.wxyang.one,80,Possible CyberStrikeAI Domain (Unverified),107.173.58.198
hook.wxyang.one,8443,Possible CyberStrikeAI Domain (Unverified),107.173.58.198
hotdog.ng-vtt.com,443,Possible BurpSuite Collaborator Domain (Unverified),40.81.131.0
hotdog.ng-vtt.com,80,Possible BurpSuite Collaborator Domain (Unverified),40.81.131.0
hotel14.club,8080,Possible Hak5 Cloud C2 Domain (Unverified),184.72.240.125
houmakoskg.com,443,Possible PureRAT Domain (Unverified),45.139.104.26
ht.8n8b.cc,4443,Possible PureRAT Domain (Unverified),103.43.11.40
ht.waitress.cc,8080,Possible CyberStrikeAI Domain (Unverified),207.57.128.196
htefasp.ru,8080,Possible BurpSuite Collaborator Domain (Unverified),139.59.135.3
htefasp.ru,8443,Possible BurpSuite Collaborator Domain (Unverified),139.59.135.3
i.slurpthe.net,443,Possible BurpSuite Collaborator Domain (Unverified),44.196.222.104
i.slurpthe.net,80,Possible BurpSuite Collaborator Domain (Unverified),44.196.222.104
i.welp.my,11601,Possible Ligolo-ng Domain (Unverified),196.251.121.120
i.ywh.at,443,Possible BurpSuite Collaborator Domain (Unverified),51.210.233.219
i.ywh.at,80,Possible BurpSuite Collaborator Domain (Unverified),51.210.233.219
id.igrecovery.info,8443,Possible Evilginx/EvilGoPhish Domain (Unverified),88.119.169.135
idlevalor.com,443,Possible PentAGI Domain (Unverified),66.45.243.142
idlevalor.com,80,Possible PentAGI Domain (Unverified),66.45.243.142
iff-akademie.com,8443,Possible PentAGI Domain (Unverified),116.203.127.47
img.7h77.vip,8080,Possible CyberStrikeAI Domain (Unverified),23.95.190.126
img.ninli.com,8443,Possible PentAGI Domain (Unverified),154.201.67.20
info.luis.industrydocspro990.business,9000,Possible DevilGinx Domain (Unverified),185.212.128.169
info.luis.industrydocspro990.business,9000,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.169
info4pdf.com,40100,Possible AsyncRAT Domain (Unverified),147.93.191.75
infotest.jp,443,Possible BurpSuite Collaborator Domain (Unverified),202.232.122.150
infotest.jp,443,Possible BurpSuite Collaborator Domain (Unverified),202.232.122.158
infotest.jp,80,Possible BurpSuite Collaborator Domain (Unverified),202.232.122.158
instagram.mailsend.cyou,8443,Possible Evilginx/EvilGoPhish Domain (Unverified),209.74.86.250
internalaicaller.com,443,Possible PureRAT Domain (Unverified),84.200.91.170
ios.logapi.co,8443,Possible PentAGI Domain (Unverified),107.149.91.167
ip6v.com,2096,Possible Reverse_SSH Domain (Unverified),118.107.44.140
it-durbar-prod.ktm.yetiappcloud.com,11015,Possible Xalgorix Domain (Unverified),45.115.217.4
it-security.mesa-auth.it,11601,Possible Ligolo-ng Domain (Unverified),89.116.31.27
itangzx.com,8443,Possible PentAGI Domain (Unverified),82.156.213.218
iuj.pw,80,Possible BurpSuite Collaborator Domain (Unverified),54.37.136.82
jarvisxau.mooo.com,6221,Possible CyberStrikeAI Domain (Unverified),64.176.56.92
jarvisxau.mooo.com,6631,Possible CyberStrikeAI Domain (Unverified),64.176.56.92
jialiang.ren,11311,Possible Ligolo-ng Domain (Unverified),47.99.68.2
jiatanuotuoya.site,8080,Possible CyberStrikeAI Domain (Unverified),119.91.45.82
jpbnbit.cc,443,Possible AsyncRAT Domain (Unverified),185.34.147.32
jpbnbit.cc,6606,Possible AsyncRAT Domain (Unverified),185.34.147.32
jpbnbit.cc,7707,Possible AsyncRAT Domain (Unverified),185.34.147.32
jpbnbit.cc,8080,Possible AsyncRAT Domain (Unverified),185.34.147.32
jpbnbit.cc,8808,Possible AsyncRAT Domain (Unverified),185.34.147.32
js.518.fun,8443,Possible PentAGI Domain (Unverified),202.61.160.144
js.cyberstrategists.org,80,Possible BurpSuite Collaborator Domain (Unverified),34.205.215.147
js.innovativesecurity.org,443,Possible BurpSuite Collaborator Domain (Unverified),18.209.205.211
js.innovativesecurity.org,80,Possible BurpSuite Collaborator Domain (Unverified),18.209.205.211
jszwfw.com.cn,8080,Possible CyberStrikeAI Domain (Unverified),121.40.69.150
jupyterhub.chaos.kursion.com,443,Possible PentAGI Domain (Unverified),157.180.118.138
jupyterhub.chaos.kursion.com,80,Possible PentAGI Domain (Unverified),157.180.118.138
k2lnt.ru,3333,Possible Evilginx/EvilGoPhish Domain (Unverified),82.146.37.83
kaxbdu6svrd2ngbw.com,443,Possible BurpSuite Collaborator Domain (Unverified),153.127.202.149
kekeda.group,8443,Possible PentAGI Domain (Unverified),47.109.63.250
khata.jaisalmerbookings.com,3790,Possible Metasploit Domain (Unverified),51.195.105.59
kibana.swarmy.team,443,Possible BurpSuite Collaborator Domain (Unverified),31.44.88.158
kida.perlemr.com,8443,Possible PentAGI Domain (Unverified),165.227.201.128
kippah.wizardtools.ai,443,Possible Cairn Domain (Unverified),68.171.204.20
kiro.sakanapi.cn,80,Possible CyberStrikeAI Domain (Unverified),38.244.44.222
knife.aikitchtech.com,443,Possible DinDoor Domain (Unverified),31.76.96.195
kpa.pw,443,Possible BurpSuite Collaborator Domain (Unverified),37.60.241.125
kpa.pw,80,Possible BurpSuite Collaborator Domain (Unverified),37.60.241.125
krollab.kroll-testing.com,443,Possible BurpSuite Collaborator Domain (Unverified),3.97.181.133
krollab.kroll-testing.com,80,Possible BurpSuite Collaborator Domain (Unverified),3.97.181.133
ksksc.top,8080,Possible CyberStrikeAI Domain (Unverified),185.216.119.244
kvn.smirnovsfamily.ru,8443,Possible PentAGI Domain (Unverified),185.106.93.76
l.e-secureapp.com,80,Possible BurpSuite Collaborator Domain (Unverified),35.177.199.204
l4j.me,80,Possible BurpSuite Collaborator Domain (Unverified),51.91.79.105
lab.wangdun.cn,60000,Possible Viper Domain (Unverified),111.170.148.134
leonarduck.ru,8083,Possible CyberStrikeAI Domain (Unverified),185.72.146.97
lima.pt3.io,443,Possible BurpSuite Collaborator Domain (Unverified),142.132.235.229
lima.pt3.io,80,Possible BurpSuite Collaborator Domain (Unverified),142.132.235.229
linkedinr.com,80,Possible DinDoor Domain (Unverified),93.152.223.242
linzhiyong.online,8080,Possible CyberStrikeAI Domain (Unverified),8.137.125.2
live.microsoftonline.gexoa.zip,8234,Possible AdaptixC2 Domain (Unverified),203.161.57.75
lk-jwt.rompchat.fr,8443,Possible PentAGI Domain (Unverified),51.255.206.208
lkn2025.cn,8080,Possible CyberStrikeAI Domain (Unverified),43.138.216.83
lndayday.top,8443,Possible PentAGI Domain (Unverified),43.242.130.97
logicc.duckdns.org,8080,Possible CyberStrikeAI Domain (Unverified),117.72.26.79
login.prefchern.com,10002,Possible Evilginx/EvilGoPhish Domain (Unverified),70.153.18.45
loginw.drytechroofings.com,8443,Possible Evilginx/EvilGoPhish Domain (Unverified),5.175.188.199
lucknode.shop,8080,Possible CyberStrikeAI Domain (Unverified),84.54.3.198
luki.pw,443,Possible BurpSuite Collaborator Domain (Unverified),3.74.210.169
luki.pw,80,Possible BurpSuite Collaborator Domain (Unverified),3.74.210.169
m.bjdqz.cn,18444,Possible CyberStrikeAI Domain (Unverified),38.6.103.75
m.bjdqz.cn,18666,Possible CyberStrikeAI Domain (Unverified),38.6.103.75
m.bjdqz.cn,8765,Possible PentAGI Domain (Unverified),38.6.103.75
m.de.discoverprotect.business,80,Possible DevilGinx Domain (Unverified),185.212.128.32
m.de.discoverprotect.business,80,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.32
m.de.discoverprotect.business,9000,Possible DevilGinx Domain (Unverified),185.212.128.32
m.de.discoverprotect.business,9000,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.32
m.phil.wrt.siliconbulknes.business,9000,Possible DevilGinx Domain (Unverified),185.212.129.23
m.phil.wrt.siliconbulknes.business,9000,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.129.23
m.studct.com,8080,Possible CyberStrikeAI Domain (Unverified),177.211.86.216
m1.securityarsenal.com,443,Possible Mythic Domain (Unverified),99.92.203.162
m1n1r1.ch,11601,Possible Ligolo-ng Domain (Unverified),194.163.190.186
m1n1r1.ch,53,Possible Ligolo-ng Domain (Unverified),194.163.190.186
mail.01.servicesnet9weg.xyz,8080,Possible CyberStrikeAI Domain (Unverified),166.88.227.44
mail.1314mi.top,8443,Possible PentAGI Domain (Unverified),140.238.28.236
mail.astoncottage.co.uk,3790,Possible Metasploit Domain (Unverified),79.137.34.141
mail.bodinlt.it.com,3333,Possible Evilginx/EvilGoPhish Domain (Unverified),20.2.83.254
mail.ethiopianitpark.com,8080,Possible AdaptixC2 Domain (Unverified),164.160.187.69
mail.fenjiu.site,8080,Possible CyberStrikeAI Domain (Unverified),8.137.98.198
mail.guyan.icu,18080,Possible CyberStrikeAI Domain (Unverified),38.55.194.110
mail.mail.burpcol.versprite.services,443,Possible BurpSuite Collaborator Domain (Unverified),50.116.39.56
mail.mail.burpcol.versprite.services,80,Possible BurpSuite Collaborator Domain (Unverified),50.116.39.56
mail.mail.mail.mail.burp.cirosec.com,443,Possible BurpSuite Collaborator Domain (Unverified),195.243.60.207
mail.mail.mail.mail.mail.bf.gy,443,Possible BurpSuite Collaborator Domain (Unverified),52.11.119.103
mail.mail.mail.mail.mail.burp.schellman.info,443,Possible BurpSuite Collaborator Domain (Unverified),34.233.59.171
mail.mail.mail.mail.mail.burp.schellman.info,80,Possible BurpSuite Collaborator Domain (Unverified),34.233.59.171
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.burp.mpt.veracodelabs.com,443,Possible BurpSuite Collaborator Domain (Unverified),34.195.200.154
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.burp.mpt.veracodelabs.com,80,Possible BurpSuite Collaborator Domain (Unverified),34.195.200.154
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.net-spi.com,443,Possible BurpSuite Collaborator Domain (Unverified),3.143.96.203
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.net-spi.com,80,Possible BurpSuite Collaborator Domain (Unverified),3.143.96.203
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.bhisco.com,80,Possible BurpSuite Collaborator Domain (Unverified),138.197.202.65
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.testdnscoll.testlt.pl,443,Possible BurpSuite Collaborator Domain (Unverified),85.255.10.103
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.testdnscoll.testlt.pl,80,Possible BurpSuite Collaborator Domain (Unverified),85.255.10.103
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns4.aurainfosec-test.com,443,Possible BurpSuite Collaborator Domain (Unverified),52.65.148.12
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns4.aurainfosec-test.com,80,Possible BurpSuite Collaborator Domain (Unverified),52.65.148.12
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns.b.4a.io,443,Possible BurpSuite Collaborator Domain (Unverified),91.107.199.191
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.bhisco.com,443,Possible BurpSuite Collaborator Domain (Unverified),138.197.202.65
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.wiz8.com,443,Possible BurpSuite Collaborator Domain (Unverified),12.110.86.134
mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.burpcollab.gremwell.com,443,Possible BurpSuite Collaborator Domain (Unverified),151.106.50.58
mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.burpcollab.gremwell.com,80,Possible BurpSuite Collaborator Domain (Unverified),151.106.50.58
mail.mail.mail.mail.mail.mail.ns.b.4a.io,80,Possible BurpSuite Collaborator Domain (Unverified),91.107.199.191
mail.mail.mail.mail.mail.mail.ns2.bftnz.com,443,Possible BurpSuite Collaborator Domain (Unverified),52.20.13.168
mail.mail.mail.ns1.burp.usd.de,443,Possible BurpSuite Collaborator Domain (Unverified),82.98.89.2
mail.mail.mta-sts.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.coallaborator.net,443,Possible BurpSuite Collaborator Domain (Unverified),34.205.242.255
mail.mail.mta-sts.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.coallaborator.net,80,Possible BurpSuite Collaborator Domain (Unverified),34.205.242.255
mail.mail.ns1.burp.usd.de,80,Possible BurpSuite Collaborator Domain (Unverified),82.98.89.2
mail.ns1.bc.on2.us,443,Possible BurpSuite Collaborator Domain (Unverified),104.155.53.206
mail.ns1.burp.collaborator.2consult.ch,80,Possible BurpSuite Collaborator Domain (Unverified),178.209.62.44
mail.ns1.cqo.ch,443,Possible BurpSuite Collaborator Domain (Unverified),195.49.25.218
mail.ns1.cqo.ch,80,Possible BurpSuite Collaborator Domain (Unverified),195.49.25.218
mail.pawelbrothers.com,6688,Possible CyberStrikeAI Domain (Unverified),194.233.82.177
mail.pc-service.at,443,Possible NetSupportRAT Domain (Unverified),159.69.46.0
mail.polofox.eu.cc,9137,Possible Xalgorix Domain (Unverified),172.245.123.119
mail.rosware.net,8994,Possible PentAGI Domain (Unverified),77.42.95.13
mail01.friedrichs.fr,56001,Possible PureRAT Domain (Unverified),2.59.134.119
mail01.friedrichs.fr,56002,Possible PureRAT Domain (Unverified),2.59.134.119
mail01.friedrichs.fr,56005,Possible PureRAT Domain (Unverified),2.59.134.119
mail1.dickson.com.hk,443,Possible Bianlian Go Trojan Domain (Unverified),59.152.212.164
map.pwny.world,12002,Possible Sliver Domain (Unverified),82.165.79.60
map.pwny.world,1336,Possible Sliver Domain (Unverified),82.165.79.60
map.pwny.world,1337,Possible Sliver Domain (Unverified),82.165.79.60
map.pwny.world,31337,Possible Sliver Domain (Unverified),82.165.79.60
martin902.com,8080,Possible Hak5 Cloud C2 Domain (Unverified),51.68.220.158
mcp.078463.xyz,8080,Possible CyberStrikeAI Domain (Unverified),192.3.239.5
mcs.odin.creativecloud-accountadobe.com,8443,Possible Evilginx/EvilGoPhish Domain (Unverified),157.230.7.115
meetj.akgun.com.tr,8443,Possible PentAGI Domain (Unverified),152.70.61.70
melatransit.mekashatechnologies.com,8443,Possible PentAGI Domain (Unverified),173.212.215.22
memos000.apps.0xw.app,443,Possible CyberStrikeAI Domain (Unverified),89.117.53.19
memos000.apps.0xw.app,80,Possible CyberStrikeAI Domain (Unverified),89.117.53.19
metasearch-sv.dedyn.io,4043,Possible wstunnel Domain (Unverified),89.147.110.44
meteo.gheza.net,1976,Possible Hak5 Cloud C2 Domain (Unverified),94.185.79.214
mfmvp.com,8080,Possible CyberStrikeAI Domain (Unverified),177.211.86.219
microsoftlogin.in,443,Possible Mythic Domain (Unverified),3.6.16.126
mikkitygram.fun,8443,Possible PentAGI Domain (Unverified),154.37.220.178
moot2.cc.cd,1723,Possible AsyncRAT Domain (Unverified),46.40.193.169
morganite.co.il,8443,Possible PentAGI Domain (Unverified),157.90.75.168
mosgorizbirkon.ru,4321,Possible AdaptixC2 Domain (Unverified),89.110.91.35
mta1.shayassets.com,9000,Possible DevilGinx Domain (Unverified),185.212.128.170
mta1.shayassets.com,9000,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.170
music.0office.top,18443,Possible wstunnel Domain (Unverified),38.22.235.75
mvtasas.duckdns.org,8443,Possible Metasploit Domain (Unverified),181.225.255.18
my.trusend.net,10086,Possible CyberStrikeAI Domain (Unverified),46.250.248.125
my8.cc.cd,8443,Possible PentAGI Domain (Unverified),154.37.213.8
mythic.xw.rs,7443,Possible Mythic Domain (Unverified),45.92.158.150
myusabank.com,80,Possible BurpSuite Collaborator Domain (Unverified),52.54.233.33
n8n.amazingr.com,8443,Possible PentAGI Domain (Unverified),207.244.246.189
na.nccburp.com,443,Possible BurpSuite Collaborator Domain (Unverified),38.99.30.43
na.nccburp.com,80,Possible BurpSuite Collaborator Domain (Unverified),38.99.30.43
nanxiangzi.nanxiangzi.top,7443,Possible Mythic Domain (Unverified),36.248.232.160
nasakkk.eu.cc,8088,Possible CyberStrikeAI Domain (Unverified),107.173.13.251
ncloud.one,443,Possible wstunnel Domain (Unverified),194.233.67.95
neighbloom.com,80,Possible DinDoor Domain (Unverified),23.94.252.87
netdata.ridber.duckdns.org,8443,Possible Ligolo-ng Domain (Unverified),144.22.61.59
nexpose.cmitcentralri.com,3790,Possible Metasploit Domain (Unverified),184.185.107.7
nextgpt.dev,443,Possible BurpSuite Collaborator Domain (Unverified),165.227.170.169
nextgpt.dev,80,Possible BurpSuite Collaborator Domain (Unverified),165.227.170.169
nexusmetin2.com,3000,Possible RedAmon Domain (Unverified),77.42.71.16
nicephoto.com,80,Possible Viper Domain (Unverified),216.118.101.61
nirvatopia.com,8080,Possible Hak5 Cloud C2 Domain (Unverified),85.90.244.171
nitech246.myqnapcloud.com,8080,Possible Hak5 Cloud C2 Domain (Unverified),95.82.0.207
njjqhb.cn,18444,Possible CyberStrikeAI Domain (Unverified),38.6.103.90
njjqhb.cn,18666,Possible CyberStrikeAI Domain (Unverified),38.6.103.90
njjqhb.cn,8444,Possible CyberStrikeAI Domain (Unverified),38.6.103.90
njjqhb.cn,8666,Possible PentAGI Domain (Unverified),38.6.103.90
njjqhb.cn,8765,Possible PentAGI Domain (Unverified),38.6.103.90
no.collaborator.fi,80,Possible BurpSuite Collaborator Domain (Unverified),3.255.24.167
node.deepstone.fr,11601,Possible Ligolo-ng Domain (Unverified),94.237.29.103
nomadsandco.pt,3790,Possible Metasploit Domain (Unverified),109.123.242.116
nonocloud.onthewifi.com,8443,Possible Hak5 Cloud C2 Domain (Unverified),186.105.15.81
ns.36oadvanced.com,80,Possible BurpSuite Collaborator Domain (Unverified),3.220.198.57
ns.form3-infosec.com,443,Possible BurpSuite Collaborator Domain (Unverified),18.130.37.164
ns.form3-infosec.com,80,Possible BurpSuite Collaborator Domain (Unverified),18.130.37.164
ns.tb.cn.eu.org,9001,Possible Pupy RAT Domain (Unverified),103.79.79.105
ns1-us.collaborator.x-force.io,80,Possible BurpSuite Collaborator Domain (Unverified),170.225.217.226
ns1.123423326.xyz,443,Possible BurpSuite Collaborator Domain (Unverified),158.180.234.182
ns1.123423326.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),158.180.234.182
ns1.accesmobile.com,443,Possible PureRAT Domain (Unverified),80.96.109.107
ns1.bbhunting.com,22609,Possible BurpSuite Collaborator Domain (Unverified),64.23.147.211
ns1.bbhunting.com,8600,Possible BurpSuite Collaborator Domain (Unverified),64.23.147.211
ns1.burp.ninja,80,Possible BurpSuite Collaborator Domain (Unverified),91.238.238.101
ns1.cloudvalidaton.online,443,Possible BurpSuite Collaborator Domain (Unverified),52.116.200.210
ns1.cloudvalidaton.online,80,Possible BurpSuite Collaborator Domain (Unverified),52.116.200.210
ns1.collaborator.nviso.tools,443,Possible BurpSuite Collaborator Domain (Unverified),54.72.76.160
ns1.collaborator.nviso.tools,80,Possible BurpSuite Collaborator Domain (Unverified),54.72.76.160
ns1.openfigure.net,443,Possible BurpSuite Collaborator Domain (Unverified),18.162.204.69
ns1.pharmaeuropa.com,443,Possible BurpSuite Collaborator Domain (Unverified),3.135.46.134
ns1.pharmaeuropa.com,80,Possible BurpSuite Collaborator Domain (Unverified),3.135.46.134
ns1.psres.net,80,Possible BurpSuite Collaborator Domain (Unverified),52.212.133.79
ns1.sallerlab.net,33443,Possible BurpSuite Collaborator Domain (Unverified),94.130.187.49
ns1.sallerlab.net,3380,Possible BurpSuite Collaborator Domain (Unverified),94.130.187.49
ns1.steelcdn.net,443,Possible BurpSuite Collaborator Domain (Unverified),35.175.92.152
ns1.techsightlab.com,80,Possible BurpSuite Collaborator Domain (Unverified),164.92.135.94
ns1.tested-by-edgescan.com,443,Possible BurpSuite Collaborator Domain (Unverified),63.32.201.71
ns1.wolf-in-sheeps-cloth.ing,80,Possible BurpSuite Collaborator Domain (Unverified),51.21.199.67
ns2.bbhunting.com,20053,Possible BurpSuite Collaborator Domain (Unverified),64.23.147.211
ns2.bbhunting.com,541,Possible BurpSuite Collaborator Domain (Unverified),64.23.147.211
ns2.bbhunting.com,9555,Possible BurpSuite Collaborator Domain (Unverified),64.23.147.211
ns2.bcybsec.com,443,Possible BurpSuite Collaborator Domain (Unverified),217.160.159.94
ns2.bcybsec.com,80,Possible BurpSuite Collaborator Domain (Unverified),217.160.159.94
ns2.circlesquarefeet.com,443,Possible BurpSuite Collaborator Domain (Unverified),18.215.46.181
ns2.circlesquarefeet.com,80,Possible BurpSuite Collaborator Domain (Unverified),18.215.46.181
ns2.jj2.pw,443,Possible BurpSuite Collaborator Domain (Unverified),51.195.222.153
ns2.jj2.pw,80,Possible BurpSuite Collaborator Domain (Unverified),51.195.222.153
ns2.legitimatetrust.com,80,Possible BurpSuite Collaborator Domain (Unverified),3.78.167.14
ns2.nettwatch.com,443,Possible BurpSuite Collaborator Domain (Unverified),63.35.175.119
ns2.nettwatch.com,80,Possible BurpSuite Collaborator Domain (Unverified),63.35.175.119
ns2.oast.run,80,Possible BurpSuite Collaborator Domain (Unverified),51.81.21.204
ns2.oastly.com,443,Possible BurpSuite Collaborator Domain (Unverified),104.197.184.198
ns2.oastly.com,80,Possible BurpSuite Collaborator Domain (Unverified),104.197.184.198
ns2.openfigure.net,80,Possible BurpSuite Collaborator Domain (Unverified),18.162.204.69
ns2.psres.net,443,Possible BurpSuite Collaborator Domain (Unverified),52.212.133.79
ns2.sallerlab.net,443,Possible BurpSuite Collaborator Domain (Unverified),94.130.187.49
ns2.sallerlab.net,80,Possible BurpSuite Collaborator Domain (Unverified),94.130.187.49
ns4.arcollaborator.net,443,Possible BurpSuite Collaborator Domain (Unverified),18.192.228.100
ns4.arcollaborator.net,80,Possible BurpSuite Collaborator Domain (Unverified),18.192.228.100
nsc.spiderlabs.us,80,Possible BurpSuite Collaborator Domain (Unverified),3.8.18.192
null.buzzpostliar.site,47843,Possible PentAGI Domain (Unverified),23.95.188.241
nx1.fi,443,Possible BurpSuite Collaborator Domain (Unverified),3.125.80.158
nx1.fi,80,Possible BurpSuite Collaborator Domain (Unverified),3.125.80.158
nx1.fi,8080,Possible BurpSuite Collaborator Domain (Unverified),3.125.80.158
oast-burp.site,443,Possible BurpSuite Collaborator Domain (Unverified),211.188.55.128
oast.fearsiswin.indevs.in,443,Possible BurpSuite Collaborator Domain (Unverified),45.82.244.6
oast.fearsiswin.indevs.in,80,Possible BurpSuite Collaborator Domain (Unverified),45.82.244.6
oast.run,443,Possible BurpSuite Collaborator Domain (Unverified),51.81.21.204
oast.soteria-offsec.io,443,Possible BurpSuite Collaborator Domain (Unverified),52.3.183.82
oast.soteria-offsec.io,80,Possible BurpSuite Collaborator Domain (Unverified),52.3.183.82
ohme.dev,443,Possible BurpSuite Collaborator Domain (Unverified),67.207.72.191
ojbk.zip,6378,Possible Reverse_SSH Domain (Unverified),20.2.139.87
ojbk.zip,8888,Possible Supershell Domain (Unverified),20.2.139.87
ok.518.fun,8443,Possible PentAGI Domain (Unverified),202.61.160.178
ok.dlh.industrydocspro900.business,9000,Possible DevilGinx Domain (Unverified),185.212.128.168
ok.dlh.industrydocspro900.business,9000,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.168
omglalv.tqhhc.com,8080,Possible CyberStrikeAI Domain (Unverified),149.248.21.148
oob.bountyexplained.com,443,Possible BurpSuite Collaborator Domain (Unverified),129.212.194.246
