domain,port,metadata_comment,ip
burp.triaxiomsecurity.com,443,Possible BurpSuite Collaborator Domain (Unverified),104.236.229.66
burp.triaxiomsecurity.com,80,Possible BurpSuite Collaborator Domain (Unverified),104.236.229.66
burp.whsec.us,80,Possible BurpSuite Collaborator Domain (Unverified),52.42.111.215
burpcollab.anvilsec.com,443,Possible BurpSuite Collaborator Domain (Unverified),20.253.226.62
burpcollab.anvilsec.com,80,Possible BurpSuite Collaborator Domain (Unverified),20.253.226.62
burpcollab.bc-audit-app.com,80,Possible BurpSuite Collaborator Domain (Unverified),35.85.134.61
burpcollab.bc-audit-app.com,80,Possible BurpSuite Collaborator Domain (Unverified),52.34.235.239
burpcollab.binsec.com,443,Possible BurpSuite Collaborator Domain (Unverified),162.55.59.194
burpcollab.binsec.com,80,Possible BurpSuite Collaborator Domain (Unverified),162.55.59.194
burpcollab.pentesters.pspo.navify.com,80,Possible BurpSuite Collaborator Domain (Unverified),35.156.208.47
burpcollab.poc-sec-1.com,443,Possible BurpSuite Collaborator Domain (Unverified),80.168.64.195
burpcollab.poc-sec-1.com,80,Possible BurpSuite Collaborator Domain (Unverified),80.168.64.195
burpcollaborator.8compt.com,443,Possible BurpSuite Collaborator Domain (Unverified),213.183.73.220
burpcollaborator.cns-test.net,443,Possible BurpSuite Collaborator Domain (Unverified),77.109.136.199
burpcollaborator.cns-test.net,80,Possible BurpSuite Collaborator Domain (Unverified),77.109.136.199
burpcollaborator.dnsc.at,443,Possible BurpSuite Collaborator Domain (Unverified),62.212.188.62
burpcollaborator.dnsc.at,80,Possible BurpSuite Collaborator Domain (Unverified),62.212.188.62
burpcollaborator.elttam.au,443,Possible BurpSuite Collaborator Domain (Unverified),3.27.222.163
burpcollaborator.elttam.au,80,Possible BurpSuite Collaborator Domain (Unverified),3.27.222.163
burpcollaborator.flatt-security.net,443,Possible BurpSuite Collaborator Domain (Unverified),52.199.141.94
burpcollaborator.flatt-security.net,80,Possible BurpSuite Collaborator Domain (Unverified),52.199.141.94
burpserver.doyentesting.com,80,Possible BurpSuite Collaborator Domain (Unverified),54.212.65.29
bvvvv-41115.portmap.io,63938,Possible AsyncRAT Domain (Unverified),193.161.193.99
c-authentik.bi-concepts.eu,8443,Possible wstunnel Domain (Unverified),82.165.185.66
c.act1on3.ru,443,Possible BurpSuite Collaborator Domain (Unverified),80.249.149.144
c.act1on3.ru,80,Possible BurpSuite Collaborator Domain (Unverified),80.249.149.144
c.as-collab.ru,443,Possible BurpSuite Collaborator Domain (Unverified),91.244.242.48
c.c2.rip,443,Possible BurpSuite Collaborator Domain (Unverified),143.244.212.178
c.c2.rip,80,Possible BurpSuite Collaborator Domain (Unverified),143.244.212.178
c.c2.rip,8080,Possible BurpSuite Collaborator Domain (Unverified),143.244.212.178
c.c2.rip,8443,Possible BurpSuite Collaborator Domain (Unverified),143.244.212.178
c.ccxsta.com,443,Possible BurpSuite Collaborator Domain (Unverified),13.236.11.163
c.ccxsta.com,80,Possible BurpSuite Collaborator Domain (Unverified),13.236.11.163
c.csacyber.org,443,Possible BurpSuite Collaborator Domain (Unverified),178.62.62.9
c.csacyber.org,80,Possible BurpSuite Collaborator Domain (Unverified),178.62.62.9
c.frert.com,443,Possible BurpSuite Collaborator Domain (Unverified),3.147.235.125
c.frert.com,80,Possible BurpSuite Collaborator Domain (Unverified),3.147.235.125
c.hax.sk,443,Possible BurpSuite Collaborator Domain (Unverified),206.81.17.217
c.hax.sk,80,Possible BurpSuite Collaborator Domain (Unverified),206.81.17.217
c.huskpup.com,3380,Possible BurpSuite Collaborator Domain (Unverified),38.100.163.97
c.huskpup.com,443,Possible BurpSuite Collaborator Domain (Unverified),38.100.163.97
c.huskpup.com,80,Possible BurpSuite Collaborator Domain (Unverified),38.100.163.97
c.kov404.com,443,Possible BurpSuite Collaborator Domain (Unverified),100.31.132.58
c.lsg.dev,443,Possible BurpSuite Collaborator Domain (Unverified),20.121.57.155
c.lsg.dev,80,Possible BurpSuite Collaborator Domain (Unverified),20.121.57.155
c.oldervi.com,443,Possible BurpSuite Collaborator Domain (Unverified),68.66.235.113
c.oldervi.com,80,Possible BurpSuite Collaborator Domain (Unverified),68.66.235.113
c.p.asop.gg,443,Possible BurpSuite Collaborator Domain (Unverified),4.233.86.4
c.p.asop.gg,80,Possible BurpSuite Collaborator Domain (Unverified),4.233.86.4
c.p0w.pw,80,Possible BurpSuite Collaborator Domain (Unverified),194.87.234.191
c.r3d.fi,443,Possible BurpSuite Collaborator Domain (Unverified),54.172.138.215
c.sgttest.com.br,443,Possible BurpSuite Collaborator Domain (Unverified),3.14.76.0
c.sgttest.com.br,80,Possible BurpSuite Collaborator Domain (Unverified),3.14.76.0
c.spiderlabs.us,443,Possible BurpSuite Collaborator Domain (Unverified),3.8.18.192
c.stlv.uk,443,Possible BurpSuite Collaborator Domain (Unverified),195.97.212.9
c.stlv.uk,80,Possible BurpSuite Collaborator Domain (Unverified),195.97.212.9
c.tmls.net.au,80,Possible BurpSuite Collaborator Domain (Unverified),3.26.62.223
c.tn2.au,443,Possible BurpSuite Collaborator Domain (Unverified),103.16.130.58
c.tn2.au,80,Possible BurpSuite Collaborator Domain (Unverified),103.16.130.58
c.trackz.one,443,Possible BurpSuite Collaborator Domain (Unverified),40.71.230.157
c.trackz.one,80,Possible BurpSuite Collaborator Domain (Unverified),40.71.230.157
c.wwx.ro,443,Possible BurpSuite Collaborator Domain (Unverified),86.126.134.69
c.wwx.ro,80,Possible BurpSuite Collaborator Domain (Unverified),86.126.134.69
c.xssd.io,443,Possible BurpSuite Collaborator Domain (Unverified),45.33.41.237
c.xssd.io,80,Possible BurpSuite Collaborator Domain (Unverified),45.33.41.237
c.zmxc.cc,443,Possible BurpSuite Collaborator Domain (Unverified),34.142.45.193
c01.red,443,Possible BurpSuite Collaborator Domain (Unverified),18.136.214.207
c01.red,80,Possible BurpSuite Collaborator Domain (Unverified),18.136.214.207
c2.38.22.234.200.sslip.io,8081,Possible CyberStrikeAI Domain (Unverified),38.22.234.200
c2.cyber-security-lab.net,8080,Possible Hak5 Cloud C2 Domain (Unverified),152.53.131.80
c2.djkat.net,443,Possible Hak5 Cloud C2 Domain (Unverified),98.89.116.6
c2.mjbates.com,443,Possible Hak5 Cloud C2 Domain (Unverified),147.182.241.212
c2.mjbates.com,80,Possible Hak5 Cloud C2 Domain (Unverified),147.182.241.212
c2.vikyv.online,8080,Possible Hak5 Cloud C2 Domain (Unverified),62.84.179.11
cairn.olivercandle.com,443,Possible Cairn Domain (Unverified),159.89.36.202
cairnindia.com,443,Possible Cairn Domain (Unverified),34.93.47.168
cairnindia.com,80,Possible Cairn Domain (Unverified),34.93.47.168
cairnmud.com,443,Possible Cairn Domain (Unverified),108.166.161.149
cairntime.com,443,Possible Cairn Domain (Unverified),32.190.6.46
cartridge-guide.co.uk,34211,Possible Sliver Domain (Unverified),91.199.154.103
cartridge-guide.co.uk,443,Possible Sliver Domain (Unverified),91.199.154.103
catch1.priv.red,443,Possible BurpSuite Collaborator Domain (Unverified),54.206.97.67
catch1.priv.red,80,Possible BurpSuite Collaborator Domain (Unverified),54.206.97.67
cb.4x.pw,443,Possible BurpSuite Collaborator Domain (Unverified),130.162.240.54
cb.4x.pw,80,Possible BurpSuite Collaborator Domain (Unverified),130.162.240.54
cb.mogwailabs.de,33443,Possible BurpSuite Collaborator Domain (Unverified),116.203.156.191
cb.mogwailabs.de,3380,Possible BurpSuite Collaborator Domain (Unverified),116.203.156.191
cb.mogwailabs.de,443,Possible BurpSuite Collaborator Domain (Unverified),116.203.156.191
cb.mogwailabs.de,80,Possible BurpSuite Collaborator Domain (Unverified),116.203.156.191
cb.qp.gy,443,Possible BurpSuite Collaborator Domain (Unverified),34.249.33.80
cb.qp.gy,80,Possible BurpSuite Collaborator Domain (Unverified),34.249.33.80
cb.qp.gy,8080,Possible BurpSuite Collaborator Domain (Unverified),34.249.33.80
cbx.r3dtm.net,443,Possible BurpSuite Collaborator Domain (Unverified),206.189.219.154
cbx.r3dtm.net,80,Possible BurpSuite Collaborator Domain (Unverified),206.189.219.154
cc.pixixi.vip,8080,Possible CyberStrikeAI Domain (Unverified),177.4.0.37
cdn-3.yrogram.com,8443,Possible Evilginx/EvilGoPhish Domain (Unverified),144.126.218.78
cdn.henho3s.com,56001,Possible PureRAT Domain (Unverified),15.235.149.212
cdn.henho3s.com,56002,Possible PureRAT Domain (Unverified),15.235.149.212
cdn.henho3s.com,56003,Possible PureRAT Domain (Unverified),15.235.149.212
cduserly.com,8848,Possible DcRat Domain (Unverified),193.143.1.247
cfmate.com,17890,Possible CyberStrikeAI Domain (Unverified),23.80.83.20
chaos.vin,443,Possible CHAOS Domain (Unverified),43.142.77.170
cit.mosellolima.com.br,9000,Possible ObsidianStrike C2 Domain (Unverified),137.184.76.141
ciuv.space,443,Possible BurpSuite Collaborator Domain (Unverified),51.75.74.168
ciuv.space,80,Possible BurpSuite Collaborator Domain (Unverified),51.75.74.168
cjs362670634.icu,18080,Possible CyberStrikeAI Domain (Unverified),129.211.7.207
ckuny.tech,8088,Possible CyberStrikeAI Domain (Unverified),106.55.254.177
cl.ara-sec.de,443,Possible BurpSuite Collaborator Domain (Unverified),116.202.121.27
cl.ara-sec.de,80,Possible BurpSuite Collaborator Domain (Unverified),116.202.121.27
client-channel.com,389,Possible BurpSuite Collaborator Domain (Unverified),95.211.185.33
client-channel.com,443,Possible BurpSuite Collaborator Domain (Unverified),95.211.185.33
client-channel.com,80,Possible BurpSuite Collaborator Domain (Unverified),95.211.185.33
cloudnodeanalytics.com,443,Possible BurpSuite Collaborator Domain (Unverified),135.125.1.85
cloudnodeanalytics.com,80,Possible BurpSuite Collaborator Domain (Unverified),135.125.1.85
cms2freedeal.shop,4321,Possible AdaptixC2 Domain (Unverified),160.250.5.251
co.eh-srm.com,443,Possible BurpSuite Collaborator Domain (Unverified),54.75.57.132
col-webtest.nsd.li,443,Possible BurpSuite Collaborator Domain (Unverified),81.95.8.184
col-webtest.nsd.li,80,Possible BurpSuite Collaborator Domain (Unverified),81.95.8.184
col.ps.s10gu.com,443,Possible BurpSuite Collaborator Domain (Unverified),52.68.102.23
col.ps.s10gu.com,80,Possible BurpSuite Collaborator Domain (Unverified),52.68.102.23
colab.bbpvdp.uk,443,Possible BurpSuite Collaborator Domain (Unverified),89.117.52.233
colab.bbpvdp.uk,80,Possible BurpSuite Collaborator Domain (Unverified),89.117.52.233
colab.redopsninja.com,443,Possible BurpSuite Collaborator Domain (Unverified),13.114.110.246
colab.redopsninja.com,80,Possible BurpSuite Collaborator Domain (Unverified),13.114.110.246
colla.borator.net,443,Possible BurpSuite Collaborator Domain (Unverified),134.149.64.105
colla.borator.net,80,Possible BurpSuite Collaborator Domain (Unverified),134.149.64.105
colla.hnsec.it,443,Possible BurpSuite Collaborator Domain (Unverified),54.36.236.69
colla.hnsec.it,80,Possible BurpSuite Collaborator Domain (Unverified),54.36.236.69
colla.hnsec.it,8080,Possible BurpSuite Collaborator Domain (Unverified),54.36.236.69
colla.hnsec.it,8443,Possible BurpSuite Collaborator Domain (Unverified),54.36.236.69
collab.baegmon.com,443,Possible BurpSuite Collaborator Domain (Unverified),150.230.10.241
collab.baegmon.com,80,Possible BurpSuite Collaborator Domain (Unverified),150.230.10.241
collab.bbp-cloud.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),172.237.128.179
collab.bbp-cloud.xyz,8443,Possible BurpSuite Collaborator Domain (Unverified),172.237.128.179
collab.c14dd49h.ovh,443,Possible BurpSuite Collaborator Domain (Unverified),109.199.127.102
collab.c14dd49h.ovh,80,Possible BurpSuite Collaborator Domain (Unverified),109.199.127.102
collab.cdi.sh,443,Possible BurpSuite Collaborator Domain (Unverified),135.220.162.127
collab.cdi.sh,80,Possible BurpSuite Collaborator Domain (Unverified),135.220.162.127
collab.chaouane.xyz,443,Possible BurpSuite Collaborator Domain (Unverified),144.91.88.206
collab.chaouane.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),144.91.88.206
collab.collabme.ca,443,Possible BurpSuite Collaborator Domain (Unverified),138.197.139.91
collab.collabme.ca,80,Possible BurpSuite Collaborator Domain (Unverified),138.197.139.91
collab.cyberis-testing.site,443,Possible BurpSuite Collaborator Domain (Unverified),18.168.98.186
collab.cyberis-testing.site,80,Possible BurpSuite Collaborator Domain (Unverified),18.168.98.186
collab.erasec.be,443,Possible BurpSuite Collaborator Domain (Unverified),165.22.93.22
collab.erasec.be,80,Possible BurpSuite Collaborator Domain (Unverified),165.22.93.22
collab.gainc.de,443,Possible BurpSuite Collaborator Domain (Unverified),40.113.50.89
collab.gainc.de,80,Possible BurpSuite Collaborator Domain (Unverified),40.113.50.89
collab.glitchscan.com,443,Possible BurpSuite Collaborator Domain (Unverified),143.198.36.223
collab.glitchscan.com,80,Possible BurpSuite Collaborator Domain (Unverified),143.198.36.223
collab.hawkislandsol.com,443,Possible BurpSuite Collaborator Domain (Unverified),157.245.219.145
collab.hawkislandsol.com,80,Possible BurpSuite Collaborator Domain (Unverified),157.245.219.145
collab.invokeops.com,443,Possible BurpSuite Collaborator Domain (Unverified),32.184.46.88
collab.invokeshell.net,33443,Possible BurpSuite Collaborator Domain (Unverified),165.22.72.64
collab.invokeshell.net,3380,Possible BurpSuite Collaborator Domain (Unverified),165.22.72.64
collab.invokeshell.net,443,Possible BurpSuite Collaborator Domain (Unverified),165.22.72.64
collab.invokeshell.net,80,Possible BurpSuite Collaborator Domain (Unverified),165.22.72.64
collab.jp28.jp.pt.y-sec.org,80,Possible BurpSuite Collaborator Domain (Unverified),63.186.226.223
collab.kjelltrell.com,21,Possible BurpSuite Collaborator Domain (Unverified),188.126.71.97
collab.kjelltrell.com,445,Possible BurpSuite Collaborator Domain (Unverified),188.126.71.97
collab.kjelltrell.com,80,Possible BurpSuite Collaborator Domain (Unverified),188.126.71.97
collab.lb01.lb.pt.y-sec.org,80,Possible BurpSuite Collaborator Domain (Unverified),3.67.200.135
collab.loggr.uk,80,Possible BurpSuite Collaborator Domain (Unverified),64.226.105.1
collab.mb31.mb.pt.y-sec.org,443,Possible BurpSuite Collaborator Domain (Unverified),3.76.175.23
collab.mb31.mb.pt.y-sec.org,80,Possible BurpSuite Collaborator Domain (Unverified),3.76.175.23
collab.mod0.ch,443,Possible BurpSuite Collaborator Domain (Unverified),212.51.144.131
collab.mod0.ch,80,Possible BurpSuite Collaborator Domain (Unverified),212.51.144.131
collab.mwr.zone,80,Possible BurpSuite Collaborator Domain (Unverified),13.247.241.54
collab.nefariouscapers.com,443,Possible BurpSuite Collaborator Domain (Unverified),44.234.20.79
collab.nefariouscapers.com,80,Possible BurpSuite Collaborator Domain (Unverified),44.234.20.79
collab.onsecurity.tech,443,Possible BurpSuite Collaborator Domain (Unverified),142.93.47.161
collab.pentrust.de,443,Possible BurpSuite Collaborator Domain (Unverified),195.201.131.136
collab.pentrust.de,80,Possible BurpSuite Collaborator Domain (Unverified),195.201.131.136
collab.sectest.io,443,Possible BurpSuite Collaborator Domain (Unverified),173.237.206.167
collab.sectest.io,80,Possible BurpSuite Collaborator Domain (Unverified),173.237.206.167
collab.ssgllc.us,80,Possible BurpSuite Collaborator Domain (Unverified),165.227.26.79
collab.ssrf.fi,443,Possible BurpSuite Collaborator Domain (Unverified),80.69.172.139
collab.tcyber.net,443,Possible BurpSuite Collaborator Domain (Unverified),3.106.166.29
collab.test-slcc.fr,443,Possible BurpSuite Collaborator Domain (Unverified),51.77.151.114
collab.test-slcc.fr,80,Possible BurpSuite Collaborator Domain (Unverified),51.77.151.114
collab.tevora.org,389,Possible BurpSuite Collaborator Domain (Unverified),164.92.87.249
collab.tevora.org,443,Possible BurpSuite Collaborator Domain (Unverified),164.92.87.249
collab.tevora.org,80,Possible BurpSuite Collaborator Domain (Unverified),164.92.87.249
collab.threatunit.net,443,Possible BurpSuite Collaborator Domain (Unverified),44.206.215.180
collab.tm38.tm.pt.y-sec.org,80,Possible BurpSuite Collaborator Domain (Unverified),35.157.251.198
collab.urmcyber.xyz,443,Possible BurpSuite Collaborator Domain (Unverified),167.99.92.95
collab.urmcyber.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),167.99.92.95
collab.vpn.s-force.nl,443,Possible BurpSuite Collaborator Domain (Unverified),149.210.173.3
collab.vpn.s-force.nl,80,Possible BurpSuite Collaborator Domain (Unverified),149.210.173.3
collab.xanthus.dev,443,Possible BurpSuite Collaborator Domain (Unverified),35.182.250.134
collab.xanthus.dev,80,Possible BurpSuite Collaborator Domain (Unverified),35.182.250.134
collab.zeroday.dk,443,Possible BurpSuite Collaborator Domain (Unverified),159.223.217.104
collabo.tarchimb.com,80,Possible BurpSuite Collaborator Domain (Unverified),46.224.91.205
collaborator-appsec.grabsecurity.com,443,Possible BurpSuite Collaborator Domain (Unverified),13.215.176.39
collaborator-appsec.grabsecurity.com,80,Possible BurpSuite Collaborator Domain (Unverified),13.215.176.39
collaborator.assured.se,443,Possible BurpSuite Collaborator Domain (Unverified),16.171.164.1
collaborator.assured.se,80,Possible BurpSuite Collaborator Domain (Unverified),16.171.164.1
collaborator.cyscssidcra.com,443,Possible BurpSuite Collaborator Domain (Unverified),213.61.195.42
collaborator.cyscssidcra.com,80,Possible BurpSuite Collaborator Domain (Unverified),213.61.195.42
collaborator.ent.medel.com,80,Possible BurpSuite Collaborator Domain (Unverified),18.197.69.210
collaborator.gmvaudit.es,443,Possible BurpSuite Collaborator Domain (Unverified),57.133.99.133
collaborator.gmvaudit.es,80,Possible BurpSuite Collaborator Domain (Unverified),57.133.99.133
collaborator.hckempresas.com,443,Possible BurpSuite Collaborator Domain (Unverified),20.16.108.198
collaborator.hckempresas.com,80,Possible BurpSuite Collaborator Domain (Unverified),20.16.108.198
collaborator.hydra1337.com,443,Possible BurpSuite Collaborator Domain (Unverified),18.156.85.44
collaborator.hydra1337.com,80,Possible BurpSuite Collaborator Domain (Unverified),18.156.85.44
collaborator.ionizetest.com,443,Possible BurpSuite Collaborator Domain (Unverified),3.25.181.200
collaborator.ionizetest.com,80,Possible BurpSuite Collaborator Domain (Unverified),3.25.181.200
collaborator.lanscope-as.com,443,Possible BurpSuite Collaborator Domain (Unverified),52.192.24.121
collaborator.lanscope-as.com,80,Possible BurpSuite Collaborator Domain (Unverified),52.192.24.121
collaborator.layer9infosec.nz,443,Possible BurpSuite Collaborator Domain (Unverified),120.138.30.134
collaborator.layer9infosec.nz,80,Possible BurpSuite Collaborator Domain (Unverified),120.138.30.134
collaborator.meowsec.co,443,Possible BurpSuite Collaborator Domain (Unverified),52.166.203.119
collaborator.meowsec.co,80,Possible BurpSuite Collaborator Domain (Unverified),52.166.203.119
collaborator.proactivedefense.jp,443,Possible BurpSuite Collaborator Domain (Unverified),52.196.62.49
collaborator.proactivedefense.jp,80,Possible BurpSuite Collaborator Domain (Unverified),52.196.62.49
collaborator.randoritest.fr,33443,Possible BurpSuite Collaborator Domain (Unverified),212.83.177.83
collaborator.randoritest.fr,3380,Possible BurpSuite Collaborator Domain (Unverified),212.83.177.83
collaborator.randoritest.fr,443,Possible BurpSuite Collaborator Domain (Unverified),212.83.177.83
collaborator.raveneye.com,443,Possible BurpSuite Collaborator Domain (Unverified),44.213.223.235
collaborator.raveneye.com,80,Possible BurpSuite Collaborator Domain (Unverified),44.213.223.235
collaborator.redlens.link,443,Possible BurpSuite Collaborator Domain (Unverified),34.231.38.158
collaborator.redlens.link,80,Possible BurpSuite Collaborator Domain (Unverified),34.231.38.158
collaborator.rest,443,Possible BurpSuite Collaborator Domain (Unverified),51.81.89.76
collaborator.rest,80,Possible BurpSuite Collaborator Domain (Unverified),51.81.89.76
collaborator.securexh.com,443,Possible BurpSuite Collaborator Domain (Unverified),18.190.123.1
collaborator.securexh.com,80,Possible BurpSuite Collaborator Domain (Unverified),18.190.123.1
collaborator.services.armadin.net,80,Possible BurpSuite Collaborator Domain (Unverified),136.114.0.95
collaborator.tempest.net.br,443,Possible BurpSuite Collaborator Domain (Unverified),35.83.41.170
collaborator.tempest.net.br,80,Possible BurpSuite Collaborator Domain (Unverified),35.83.41.170
collaborator01.optivlabs.com,443,Possible BurpSuite Collaborator Domain (Unverified),168.215.65.90
collabplz.afine.com,443,Possible BurpSuite Collaborator Domain (Unverified),158.220.115.41
collabplz.afine.com,80,Possible BurpSuite Collaborator Domain (Unverified),158.220.115.41
collabtest.secassur.com,443,Possible BurpSuite Collaborator Domain (Unverified),44.239.161.247
com.polizei.pl,443,Possible BurpSuite Collaborator Domain (Unverified),45.131.66.150
com.polizei.pl,80,Possible BurpSuite Collaborator Domain (Unverified),45.131.66.150
com.techsightlab.com,443,Possible BurpSuite Collaborator Domain (Unverified),164.92.135.94
companies.lobt-gon-qi.site,8443,Possible PentAGI Domain (Unverified),38.242.150.215
condor2668.startdedicated.com,80,Possible Mirai Botnet Domain (Unverified),209.126.103.97
cont3xt.rapid44.com,8080,Possible Hak5 Cloud C2 Domain (Unverified),85.215.180.194
contact.rockcreekfiredistrict.org,443,Possible BurpSuite Collaborator Domain (Unverified),162.243.213.181
contact.rockcreekfiredistrict.org,80,Possible BurpSuite Collaborator Domain (Unverified),162.243.213.181
control.create-microsoft.com,8000,Possible Cairn Domain (Unverified),92.63.180.42
corporateamz.com,8080,Possible CyberStrikeAI Domain (Unverified),159.198.74.140
cosmicmangoclub.com,11601,Possible Ligolo-ng Domain (Unverified),85.9.218.238
crow.axispentest.com,443,Possible BurpSuite Collaborator Domain (Unverified),217.154.55.56
cs.lyahn.eu,4096,Possible CyberStrike Domain (Unverified),5.188.71.115
csgcn.top,8080,Possible CyberStrikeAI Domain (Unverified),207.57.121.71
ctl.sk,443,Possible BurpSuite Collaborator Domain (Unverified),159.223.28.15
ctl.sk,80,Possible BurpSuite Collaborator Domain (Unverified),159.223.28.15
cyberfoort.nl,8834,Possible Hak5 Cloud C2 Domain (Unverified),95.179.135.253
cz3.in,80,Possible BurpSuite Collaborator Domain (Unverified),146.59.195.165
d-offsec.com,80,Possible BurpSuite Collaborator Domain (Unverified),63.186.8.133
d.huskpup.com,3380,Possible BurpSuite Collaborator Domain (Unverified),38.100.163.98
d.huskpup.com,80,Possible BurpSuite Collaborator Domain (Unverified),38.100.163.98
db.burpbis.com,443,Possible BurpSuite Collaborator Domain (Unverified),178.62.232.12
db.burpbis.com,80,Possible BurpSuite Collaborator Domain (Unverified),178.62.232.12
dd.x-pt.net,443,Possible BurpSuite Collaborator Domain (Unverified),20.77.132.132
dd.x-pt.net,80,Possible BurpSuite Collaborator Domain (Unverified),20.77.132.132
de-mirror.api.celestialhq.net,3887,Possible CyberStrikeAI Domain (Unverified),87.120.126.142
derp.101-47-158-17.sslip.io,8080,Possible CyberStrikeAI Domain (Unverified),101.47.158.17
derp.fuckeverything233.top,31337,Possible Sliver Domain (Unverified),45.125.67.196
dev.vibecu.org,443,Possible Hak5 Cloud C2 Domain (Unverified),52.11.165.176
dev.vibecu.org,80,Possible Hak5 Cloud C2 Domain (Unverified),52.11.165.176
device-6078e7c5-f061-4979-b8ea-dc3b3e36e442.remotewd.com,8443,Possible PentAGI Domain (Unverified),121.17.245.130
devlocal.it,49379,Possible Metasploit Domain (Unverified),81.57.0.167
dexotaridaxi.digital,443,Possible Hookbot/Pegasus Domain (Unverified),31.77.12.106
dhsk.de5.net,18993,Possible wstunnel Domain (Unverified),85.194.243.117
dirdonfilter.com,80,Possible PentAGI Domain (Unverified),42.193.227.214
dirdonfilter.com,8443,Possible PentAGI Domain (Unverified),42.193.227.214
discomentalguyn.live,56003,Possible PureRAT Domain (Unverified),217.217.97.65
django5570.hostkey.in,8443,Possible PentAGI Domain (Unverified),151.247.219.145
docs.bizcommerce.com.br,8443,Possible Evilginx/EvilGoPhish Domain (Unverified),198.199.82.231
docs.tokencli.us,8443,Possible PentAGI Domain (Unverified),137.220.145.6
dogbear.asia,8080,Possible CyberStrikeAI Domain (Unverified),8.140.238.51
dossier-inzien.com,443,Possible PureRAT Domain (Unverified),217.60.195.139
dpgtest.com,8443,Possible PentAGI Domain (Unverified),84.247.162.71
dptfiscal9.armazendanet1.com,8443,Possible PentAGI Domain (Unverified),45.61.135.118
dptzkb.bid,8080,Possible CyberStrikeAI Domain (Unverified),103.101.176.238
dptzkb.bid,8443,Possible PentAGI Domain (Unverified),103.101.176.238
drawway.com.cn,8443,Possible PentAGI Domain (Unverified),154.217.248.67
dwol-fanyi.top,8080,Possible CyberStrikeAI Domain (Unverified),192.253.229.28
dwol-fanyi.top,9137,Possible Xalgorix Domain (Unverified),192.253.229.28
e.huskpup.com,443,Possible BurpSuite Collaborator Domain (Unverified),38.100.163.114
e.huskpup.com,80,Possible BurpSuite Collaborator Domain (Unverified),38.100.163.114
e.sigint.nyc,443,Possible BurpSuite Collaborator Domain (Unverified),206.189.205.156
e.sigint.nyc,80,Possible BurpSuite Collaborator Domain (Unverified),206.189.205.156
easy.113438.xyz,443,Possible CyberStrikeAI Domain (Unverified),154.219.101.50
ecommerce-fa.ru,8515,Possible AdaptixC2 Domain (Unverified),91.200.84.198
ehtlab.com,80,Possible BurpSuite Collaborator Domain (Unverified),217.33.252.133
email-cffex.cloud,8080,Possible CyberStrikeAI Domain (Unverified),101.43.32.60
emberforestlodge.com,11601,Possible Ligolo-ng Domain (Unverified),209.151.153.168
embervalleyrealm.com,11601,Possible Ligolo-ng Domain (Unverified),94.237.62.98
enjoyprocess.xyz,10086,Possible CyberStrikeAI Domain (Unverified),144.172.116.32
env-6219887.ktm.yetiappcloud.com,11080,Possible Xalgorix Domain (Unverified),45.115.217.4
env-6966328-clone966611.ktm.yetiappcloud.com,11080,Possible Xalgorix Domain (Unverified),45.115.217.5
env4-dreambaby.hosted-power.dev,11601,Possible Ligolo-ng Domain (Unverified),94.237.41.43
envios.144.91.112.207.sslip.io,8443,Possible PentAGI Domain (Unverified),144.91.112.207
ert7206373.pro,443,Possible PureRAT Domain (Unverified),31.56.209.161
ert7206373.pro,56003,Possible PureRAT Domain (Unverified),31.56.209.161
escrowsea.com,4443,Possible BurpSuite Collaborator Domain (Unverified),49.0.66.52
evidence.duki.com.es,8443,Possible PentAGI Domain (Unverified),65.108.90.168
evilginx.com,31400,Possible Evilginx/EvilGoPhish Domain (Unverified),64.225.102.218
excommunicado.forum,80,Possible DinDoor Domain (Unverified),87.58.199.75
exe.cool,4443,Possible Havoc Domain (Unverified),178.128.14.67
exgate.cloud,4098,Possible CyberStrike Domain (Unverified),46.250.227.59
exgate.cloud,8085,Possible CyberStrikeAI Domain (Unverified),46.250.227.59
exgate.cloud,8086,Possible CyberStrikeAI Domain (Unverified),46.250.227.59
exgate.cloud,8087,Possible CyberStrikeAI Domain (Unverified),46.250.227.59
exgate.site,8444,Possible PentAGI Domain (Unverified),194.163.144.205
exp.devagroup.com.pl,8883,Possible Pyramid Domain (Unverified),54.38.94.225
external.internal.pingbackmetrics.com,443,Possible BurpSuite Collaborator Domain (Unverified),37.220.220.134
external.internal.pingbackmetrics.com,80,Possible BurpSuite Collaborator Domain (Unverified),37.220.220.134
f939adfa-0c54-4aa4-9472-529a439f5913.restawhilervpark.com,6606,Possible AsyncRAT Domain (Unverified),158.94.210.177
falcon.sfy.nl,443,Possible BurpSuite Collaborator Domain (Unverified),37.17.216.149
falcon.sfy.nl,80,Possible BurpSuite Collaborator Domain (Unverified),37.17.216.149
fastvpn.top,8080,Possible CyberStrikeAI Domain (Unverified),47.242.1.128
fc.ccsjbbf.com,8080,Possible CyberStrikeAI Domain (Unverified),23.248.249.92
fc.ccsjbfc.com,8080,Possible CyberStrikeAI Domain (Unverified),23.248.249.91
fde.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),51.75.170.156
